ID,AMOUNT_REQUESTED,LOAN_PURPOSE,LOAN_LENGTH,STATUS,DEBT_TO_INCOME_RATIO,HOME_OWNERSHIP,FICO_MED,OPEN_CREDIT_LINES,REVOLVING_CREDIT_BALANCE,INQUIRIES_IN_THE_LAST_6_MONTHS,AGE,MONTHLY_INCOME,YEARS_EMPLOYED,STATE,INTEREST_RATE,DEFAULT,FICO_MED_DIV_TWO
28432,21850,credit card,60,accepted,20.32,RENT,682.0,7.0,9171.0,0.0,41,4400.0,10.0,LA,18.79,1.0,341.0
13712,5000,moving,36,accepted,19.1,RENT,717.0,7.0,1109.0,0.0,31,4200.0,10.0,MA,10.38,0.0,358.5
84889,12000,debt consolidation,36,accepted,8.28,RENT,672.0,10.0,16132.0,0.0,41,7750.0,16.0,MA,15.31,0.0,336.0
39867,10000,other,36,accepted,13.41,RENT,712.0,9.0,4214.0,0.0,34,5800.0,9.0,NJ,11.71,0.0,356.0
75600,4800,credit card,36,accepted,17.34,MORTGAGE,707.0,7.0,4195.0,0.0,39,6250.0,17.0,NC,7.9,0.0,353.5
27623,8000,debt consolidation,36,accepted,17.12,RENT,707.0,13.0,7027.0,1.0,38,2500.0,10.0,PA,10.99,0.0,353.5
69389,9750,debt consolidation,36,accepted,34.04,MORTGAGE,672.0,12.0,8774.0,1.0,43,3119.92,11.0,TX,16.29,0.0,336.0
35351,4000,major purchase,36,accepted,1.34,RENT,707.0,8.0,5304.0,1.0,30,9583.33,8.0,CA,12.69,0.0,353.5
29981,3000,debt consolidation,36,accepted,20.96,RENT,697.0,6.0,1531.0,2.0,36,5583.33,17.0,CA,10.99,0.0,348.5
1364,7500,home improvement,36,accepted,17.72,MORTGAGE,692.0,7.0,6349.0,1.0,39,2500.0,10.0,OR,11.78,0.0,346.0
68023,9600,debt consolidation,36,accepted,5.58,MORTGAGE,727.0,8.0,23353.0,3.0,39,6500.0,13.0,AZ,7.9,0.0,363.5
64660,23850,debt consolidation,60,accepted,20.74,MORTGAGE,672.0,13.0,17587.0,1.0,31,5000.0,10.0,TX,22.95,1.0,336.0
59812,6250,debt consolidation,36,accepted,19.7,RENT,682.0,9.0,9991.0,2.0,29,4248.33,7.0,FL,14.09,0.0,341.0
14213,16750,debt consolidation,36,accepted,20.7,MORTGAGE,747.0,9.0,22352.0,0.0,39,3778.67,16.0,TX,7.88,0.0,373.5
34627,4000,major purchase,36,accepted,2.5,RENT,732.0,3.0,1295.0,3.0,39,1600.0,8.0,CA,12.69,0.0,366.0
55924,23500,credit card,36,accepted,20.37,RENT,672.0,17.0,31812.0,3.0,30,6800.0,8.0,WA,19.22,0.0,336.0
103315,3600,educational,36,accepted,3.4,RENT,707.0,8.0,2650.0,4.0,43,2000.0,,FL,12.87,1.0,353.5
51163,22500,other,36,accepted,19.93,OWN,757.0,5.0,22876.0,0.0,36,5208.33,17.0,IL,7.9,0.0,378.5
27554,12000,debt consolidation,60,accepted,11.03,MORTGAGE,782.0,9.0,14816.0,0.0,46,4425.17,17.0,GA,8.49,0.0,391.0
34472,15000,debt consolidation,60,accepted,15.8,MORTGAGE,732.0,17.0,18592.0,2.0,32,4500.0,8.0,NY,12.69,0.0,366.0
49403,24000,debt consolidation,60,accepted,20.77,RENT,667.0,13.0,28399.0,1.0,36,4583.33,17.0,VA,24.2,1.0,333.5
78078,5500,vacation,36,accepted,20.18,RENT,672.0,13.0,13079.0,3.0,37,5416.67,16.0,CA,15.8,0.0,336.0
14052,7300,credit card,36,accepted,11.78,RENT,737.0,5.0,13459.0,0.0,32,3090.5,13.0,FL,7.88,0.0,368.5
44471,25000,debt consolidation,60,accepted,28.15,RENT,742.0,14.0,19598.0,0.0,40,7250.0,13.0,NY,13.11,0.0,371.0
76696,4575,credit card,36,accepted,21.33,OWN,692.0,8.0,9484.0,0.0,39,1280.0,7.0,TX,11.14,1.0,346.0
7518,10000,debt consolidation,36,accepted,16.42,MORTGAGE,687.0,24.0,16591.0,0.0,35,3416.67,16.0,FL,14.96,0.0,343.5
37177,20000,credit card,60,accepted,23.54,MORTGAGE,707.0,10.0,20062.0,3.0,40,5000.0,17.0,CA,15.96,0.0,353.5
93253,11100,credit card,36,accepted,29.55,MORTGAGE,717.0,10.0,13410.0,3.0,30,4000.0,12.0,NM,11.14,0.0,358.5
55625,17000,debt consolidation,60,accepted,11.12,MORTGAGE,762.0,10.0,19020.0,0.0,43,4166.67,16.0,AL,10.74,0.0,381.0
55934,12000,debt consolidation,36,accepted,17.05,RENT,677.0,6.0,7552.0,0.0,35,2000.0,17.0,CA,13.67,0.0,338.5
50756,24000,wedding,36,accepted,22.66,RENT,717.0,12.0,29683.0,0.0,40,8750.0,15.0,TX,12.12,0.0,358.5
90712,7000,credit card,36,accepted,8.02,RENT,692.0,5.0,6623.0,0.0,39,6000.0,17.0,OK,17.77,0.0,346.0
82079,10000,debt consolidation,36,accepted,20.16,RENT,697.0,16.0,25687.0,0.0,29,5833.33,11.0,CA,12.12,0.0,348.5
47958,14000,credit card,36,accepted,28.82,RENT,747.0,16.0,1850.0,1.0,42,4250.0,14.0,NY,6.62,0.0,373.5
77601,3250,credit card,36,accepted,3.12,RENT,747.0,6.0,2114.0,1.0,39,2083.33,10.0,CA,7.62,0.0,373.5
82780,18000,debt consolidation,36,accepted,11.81,RENT,717.0,8.0,17139.0,0.0,32,5100.0,8.0,FL,11.14,0.0,358.5
67401,19500,debt consolidation,36,accepted,26.84,MORTGAGE,662.0,11.0,29033.0,0.0,43,5125.0,16.0,VA,21.0,1.0,331.0
35797,5000,debt consolidation,36,accepted,29.86,OWN,787.0,12.0,22141.0,0.0,51,2083.33,,CA,6.03,1.0,393.5
34240,20000,debt consolidation,60,accepted,18.45,RENT,702.0,10.0,11805.0,0.0,33,4250.0,11.0,OH,17.58,0.0,351.0
24846,6000,debt consolidation,36,accepted,19.68,RENT,682.0,6.0,6686.0,1.0,39,7500.0,17.0,NJ,13.49,1.0,341.0
63299,14300,debt consolidation,36,accepted,21.74,MORTGAGE,697.0,11.0,25213.0,2.0,37,7750.0,10.0,DE,14.09,0.0,348.5
60580,12800,credit card,36,accepted,10.1,MORTGAGE,692.0,9.0,33085.0,0.0,39,5000.0,17.0,NC,12.12,1.0,346.0
68850,3000,major purchase,36,accepted,17.58,RENT,722.0,8.0,2999.0,0.0,28,3458.33,7.0,LA,7.9,0.0,361.0
72217,25000,debt consolidation,36,accepted,18.36,MORTGAGE,707.0,21.0,96169.0,0.0,43,14166.67,16.0,FL,13.11,0.0,353.5
55800,18000,credit card,36,accepted,22.34,RENT,702.0,13.0,17868.0,0.0,39,4583.33,16.0,MA,12.12,0.0,351.0
86233,9750,debt consolidation,36,accepted,14.13,OWN,667.0,7.0,13209.0,0.0,49,2518.67,16.0,MT,15.31,0.0,333.5
45494,4000,car,36,accepted,22.15,RENT,687.0,16.0,1625.0,3.0,38,2000.0,8.0,CO,13.11,0.0,343.5
96371,12000,debt consolidation,36,accepted,20.07,RENT,662.0,7.0,3747.0,0.0,38,5416.67,7.0,CA,17.27,0.0,331.0
34831,5000,credit card,36,accepted,9.79,OWN,667.0,11.0,4366.0,3.0,32,1733.33,8.0,FL,16.29,1.0,333.5
54689,21700,debt consolidation,36,accepted,5.43,MORTGAGE,782.0,5.0,128707.0,0.0,37,15000.0,9.0,CA,7.9,0.0,391.0
73287,21850,debt consolidation,60,accepted,32.13,MORTGAGE,717.0,17.0,32103.0,1.0,45,4628.0,17.0,GA,16.29,0.0,358.5
10206,12000,home improvement,36,accepted,14.57,MORTGAGE,707.0,7.0,2701.0,0.0,42,5833.33,15.0,MA,11.36,0.0,353.5
95580,7000,other,36,accepted,16.15,MORTGAGE,677.0,7.0,4167.0,0.0,35,4166.67,17.0,FL,18.49,1.0,338.5
101205,32000,moving,60,accepted,8.14,MORTGAGE,702.0,5.0,50330.0,2.0,34,16666.67,14.0,NC,23.76,0.0,351.0
35682,13000,debt consolidation,60,accepted,18.08,RENT,722.0,5.0,15076.0,3.0,40,3302.0,10.0,WA,14.27,0.0,361.0
43071,12000,credit card,36,accepted,13.99,MORTGAGE,682.0,10.0,13576.0,0.0,39,2916.67,11.0,AZ,12.42,0.0,341.0
41739,25475,debt consolidation,60,accepted,21.98,RENT,682.0,17.0,24081.0,1.0,35,5000.67,7.0,FL,19.03,0.0,341.0
72931,10000,credit card,36,accepted,25.8,RENT,702.0,8.0,6521.0,0.0,33,2833.33,14.0,CA,11.14,0.0,351.0
45317,5000,other,36,accepted,24.74,MORTGAGE,697.0,20.0,58836.0,1.0,28,8416.67,8.0,TX,12.12,0.0,348.5
79495,4000,debt consolidation,36,accepted,25.86,MORTGAGE,677.0,12.0,19443.0,1.0,38,3333.33,16.0,OH,14.33,1.0,338.5
11875,8000,debt consolidation,36,accepted,1.82,RENT,722.0,5.0,2186.0,0.0,32,2800.0,10.0,CA,10.38,0.0,361.0
33968,35000,debt consolidation,36,accepted,8.96,MORTGAGE,737.0,13.0,18528.0,3.0,33,18750.0,13.0,MD,10.65,0.0,368.5
735,9000,credit card,36,accepted,12.72,MORTGAGE,687.0,22.0,36164.0,1.0,37,5666.67,14.0,MI,11.03,0.0,343.5
43702,9000,debt consolidation,36,accepted,5.87,MORTGAGE,777.0,9.0,1717.0,0.0,37,8333.33,8.0,NY,6.03,0.0,388.5
99006,24000,debt consolidation,60,accepted,20.55,OWN,677.0,10.0,17780.0,0.0,42,6250.0,13.0,GA,17.27,0.0,338.5
21504,4000,major purchase,60,accepted,13.26,OWN,697.0,5.0,8518.0,1.0,41,3500.0,9.0,FL,13.8,0.0,348.5
96798,15000,debt consolidation,36,accepted,3.23,MORTGAGE,757.0,8.0,13131.0,0.0,33,6250.0,,NJ,6.62,1.0,378.5
83586,6075,debt consolidation,36,accepted,20.25,OWN,662.0,15.0,7515.0,2.0,27,2666.67,7.0,NY,17.27,0.0,331.0
30986,13800,medical,60,accepted,1.68,RENT,712.0,3.0,2766.0,0.0,45,4166.67,14.0,NY,17.49,0.0,356.0
37090,10000,debt consolidation,60,accepted,12.19,RENT,702.0,24.0,8311.0,1.0,30,6800.0,10.0,CA,18.64,0.0,351.0
57472,15000,debt consolidation,36,accepted,33.3,RENT,672.0,20.0,15092.0,0.0,48,3000.0,17.0,WY,17.27,0.0,336.0
90568,4800,car,36,accepted,10.42,MORTGAGE,817.0,14.0,0.0,0.0,26,7291.67,7.0,TX,6.62,0.0,408.5
17240,24250,credit card,60,accepted,23.79,MORTGAGE,732.0,6.0,31061.0,2.0,47,5833.33,16.0,OH,12.23,0.0,366.0
15315,7000,vacation,36,accepted,21.23,RENT,717.0,12.0,10784.0,1.0,41,3000.0,11.0,CA,6.91,0.0,358.5
60875,10500,major purchase,36,accepted,5.42,RENT,702.0,4.0,502.0,0.0,35,5000.0,9.0,NY,12.12,0.0,351.0
74855,25000,debt consolidation,60,accepted,23.79,MORTGAGE,692.0,8.0,27699.0,1.0,37,5666.67,14.0,NV,21.49,1.0,346.0
61143,21000,debt consolidation,60,accepted,6.16,MORTGAGE,717.0,10.0,22196.0,0.0,44,8333.33,16.0,OH,14.33,0.0,358.5
103140,14400,debt consolidation,36,accepted,24.41,MORTGAGE,687.0,9.0,25515.0,5.0,45,5833.33,14.0,PA,14.26,1.0,343.5
17864,12000,credit card,60,accepted,19.38,MORTGAGE,797.0,7.0,143151.0,0.0,36,4000.0,10.0,MT,8.88,0.0,398.5
14831,10000,major purchase,36,accepted,11.15,OWN,707.0,12.0,36672.0,2.0,37,13333.0,8.0,GA,11.86,0.0,353.5
35303,4000,moving,36,accepted,22.38,RENT,667.0,10.0,18833.0,2.0,27,4000.0,7.0,CA,14.65,1.0,333.5
94468,20000,debt consolidation,36,accepted,19.1,RENT,667.0,7.0,21202.0,2.0,42,6000.0,17.0,FL,21.49,0.0,333.5
100313,31300,debt consolidation,60,accepted,34.06,OWN,667.0,11.0,25344.0,0.0,44,5833.33,12.0,MD,22.95,0.0,333.5
74445,6900,home improvement,36,accepted,14.18,OWN,712.0,14.0,4087.0,0.0,43,2750.0,13.0,MI,7.9,0.0,356.0
23377,30000,wedding,60,accepted,24.36,RENT,692.0,10.0,24217.0,0.0,37,5632.33,12.0,NY,17.88,0.0,346.0
32593,2000,wedding,36,accepted,1.99,RENT,677.0,5.0,985.0,0.0,36,2518.75,13.0,NY,12.42,0.0,338.5
41282,12000,credit card,36,accepted,13.18,OWN,727.0,8.0,9866.0,0.0,40,5833.33,11.0,NJ,7.9,0.0,363.5
22718,3300,small business,36,accepted,5.47,RENT,692.0,8.0,2623.0,0.0,33,3125.0,14.0,AL,10.37,0.0,346.0
86599,25000,credit card,36,accepted,14.92,MORTGAGE,697.0,16.0,46708.0,0.0,43,10000.0,17.0,CA,14.33,0.0,348.5
10917,6000,debt consolidation,36,accepted,6.61,RENT,722.0,5.0,4006.0,1.0,38,2300.0,9.0,GA,10.38,0.0,361.0
101429,3250,small business,36,accepted,31.84,RENT,692.0,5.0,17662.0,0.0,40,2858.33,12.0,OR,21.0,1.0,346.0
16221,16500,home improvement,60,accepted,6.41,MORTGAGE,717.0,8.0,30455.0,2.0,40,5833.33,7.0,MA,12.23,0.0,358.5
79704,31000,debt consolidation,60,accepted,11.48,RENT,707.0,12.0,27120.0,0.0,36,5833.33,7.0,NY,21.0,0.0,353.5
94981,4000,debt consolidation,36,accepted,2.95,MORTGAGE,752.0,2.0,2476.0,0.0,41,2916.67,17.0,KS,14.33,0.0,376.0
30378,6000,moving,36,accepted,1.58,RENT,667.0,3.0,2426.0,2.0,46,4416.67,14.0,MD,17.49,0.0,333.5
101294,7500,debt consolidation,36,accepted,13.13,MORTGAGE,712.0,20.0,22464.0,0.0,41,9583.33,11.0,PA,6.62,0.0,356.0
30341,12000,debt consolidation,36,accepted,8.36,RENT,747.0,12.0,8422.0,0.0,39,4500.0,17.0,CA,8.49,0.0,373.5
54289,7500,debt consolidation,36,accepted,19.06,RENT,662.0,8.0,5322.0,0.0,44,3348.0,17.0,CA,19.99,0.0,331.0
101647,6250,debt consolidation,36,accepted,19.85,RENT,657.0,17.0,17659.0,9.0,32,2916.67,8.0,IN,17.54,1.0,328.5
21203,5000,home improvement,36,accepted,10.59,MORTGAGE,757.0,9.0,0.0,3.0,30,7083.33,8.0,TX,6.92,0.0,378.5
18933,10000,small business,36,accepted,22.74,MORTGAGE,712.0,4.0,20143.0,1.0,36,5416.67,17.0,NY,10.74,0.0,356.0
17315,12000,debt consolidation,36,accepted,17.92,RENT,712.0,16.0,8182.0,0.0,35,5200.0,7.0,WA,6.91,0.0,356.0
2987,7000,debt consolidation,36,accepted,8.34,RENT,747.0,6.0,3337.0,1.0,35,5000.0,7.0,CA,9.32,0.0,373.5
28478,4000,car,36,accepted,0.52,RENT,757.0,4.0,929.0,0.0,28,5416.67,7.0,CA,7.49,0.0,378.5
66430,7800,credit card,36,accepted,15.56,MORTGAGE,682.0,8.0,12889.0,0.0,37,5000.0,12.0,FL,13.11,0.0,341.0
68833,14125,debt consolidation,36,accepted,8.1,RENT,672.0,6.0,8992.0,1.0,48,3000.0,16.0,NY,18.49,1.0,336.0
23553,8000,credit card,36,accepted,4.47,OWN,782.0,7.0,5235.0,0.0,41,3936.0,16.0,CA,5.42,0.0,391.0
29165,4325,credit card,36,accepted,5.47,MORTGAGE,717.0,9.0,5074.0,0.0,35,3691.67,17.0,FL,7.49,0.0,358.5
40616,15000,car,36,accepted,9.73,RENT,707.0,9.0,7005.0,1.0,40,3000.0,11.0,VA,13.49,0.0,353.5
63687,12000,debt consolidation,36,accepted,28.01,RENT,712.0,8.0,6913.0,0.0,39,2916.67,10.0,NY,10.16,0.0,356.0
78765,9000,debt consolidation,36,accepted,13.76,RENT,712.0,10.0,6490.0,0.0,36,5166.67,17.0,CA,10.16,0.0,356.0
15631,4500,credit card,36,accepted,7.07,MORTGAGE,712.0,10.0,9356.0,2.0,35,5250.0,15.0,OR,8.88,0.0,356.0
9367,20000,credit card,36,accepted,13.38,MORTGAGE,752.0,14.0,25668.0,1.0,34,10000.0,15.0,FL,10.25,0.0,376.0
9658,1950,other,36,accepted,15.08,RENT,682.0,6.0,4100.0,1.0,28,2600.0,9.0,CA,13.11,1.0,341.0
41411,35000,debt consolidation,36,accepted,17.17,MORTGAGE,707.0,14.0,55965.0,2.0,41,39583.33,17.0,NY,16.29,0.0,353.5
92344,8000,credit card,36,accepted,16.22,RENT,677.0,12.0,16838.0,0.0,43,4166.67,12.0,OK,14.09,1.0,338.5
25040,15000,medical,36,accepted,7.55,RENT,742.0,6.0,6056.0,1.0,47,8750.0,16.0,CA,10.59,0.0,371.0
20709,5650,debt consolidation,36,accepted,16.49,MORTGAGE,702.0,6.0,9863.0,0.0,34,5100.0,8.0,GA,7.66,0.0,351.0
89473,6800,debt consolidation,36,accepted,15.43,RENT,682.0,5.0,2964.0,0.0,36,2708.33,8.0,NC,15.8,0.0,341.0
97353,3000,other,36,accepted,28.74,MORTGAGE,662.0,7.0,7416.0,0.0,49,7116.25,17.0,CA,19.05,1.0,331.0
76770,5675,debt consolidation,36,accepted,29.4,RENT,707.0,6.0,9687.0,1.0,39,2333.33,12.0,CA,11.14,0.0,353.5
11185,12000,debt consolidation,60,accepted,0.72,MORTGAGE,672.0,4.0,1549.0,1.0,43,6500.0,16.0,KY,17.93,0.0,336.0
91147,11100,debt consolidation,36,accepted,12.03,MORTGAGE,682.0,12.0,8990.0,0.0,34,2666.67,16.0,WA,15.31,0.0,341.0
77149,16000,debt consolidation,60,accepted,17.82,RENT,692.0,16.0,11232.0,2.0,34,6666.67,11.0,NY,19.05,0.0,346.0
29794,4800,debt consolidation,36,accepted,20.21,RENT,712.0,5.0,3831.0,1.0,43,2666.67,12.0,IL,10.59,0.0,356.0
68987,6200,credit card,36,accepted,20.52,RENT,667.0,5.0,16850.0,0.0,30,1940.0,,CA,15.31,0.0,333.5
68857,6000,credit card,36,accepted,15.88,OWN,712.0,13.0,8862.0,3.0,44,5166.67,13.0,CA,10.16,0.0,356.0
17655,2250,car,36,accepted,17.97,OWN,682.0,12.0,14637.0,0.0,40,5833.33,9.0,GA,10.36,1.0,341.0
11779,24000,debt consolidation,60,accepted,10.77,MORTGAGE,717.0,11.0,2594.0,2.0,32,7750.0,11.0,OH,13.61,0.0,358.5
60117,10000,debt consolidation,36,accepted,5.84,RENT,697.0,6.0,4665.0,0.0,33,4333.33,7.0,PA,12.12,0.0,348.5
101061,10000,debt consolidation,36,accepted,17.15,MORTGAGE,672.0,12.0,12492.0,4.0,48,10416.67,16.0,AZ,14.09,1.0,336.0
95951,12000,credit card,36,accepted,6.1,MORTGAGE,667.0,9.0,12025.0,0.0,43,4833.33,16.0,IL,13.11,0.0,333.5
99334,12000,debt consolidation,36,accepted,18.32,RENT,692.0,14.0,12134.0,0.0,38,3916.67,14.0,NC,13.11,0.0,346.0
3079,20800,credit card,36,accepted,16.94,MORTGAGE,752.0,11.0,14337.0,0.0,46,5833.33,16.0,TX,12.21,0.0,376.0
33181,8000,debt consolidation,36,accepted,17.1,MORTGAGE,697.0,11.0,9345.0,3.0,36,7083.0,11.0,SC,12.69,0.0,348.5
77578,10000,debt consolidation,36,accepted,11.98,RENT,707.0,9.0,10979.0,0.0,32,4166.67,11.0,CA,10.16,0.0,353.5
34744,6000,debt consolidation,36,accepted,7.64,MORTGAGE,677.0,8.0,14422.0,0.0,39,5184.75,8.0,IL,14.27,0.0,338.5
81395,4500,debt consolidation,36,accepted,14.32,RENT,677.0,8.0,6265.0,0.0,41,1250.0,11.0,AZ,12.12,0.0,338.5
27061,3600,medical,36,accepted,15.72,RENT,742.0,8.0,650.0,0.0,37,2500.0,8.0,TX,7.49,0.0,371.0
70210,11200,debt consolidation,36,accepted,12.15,RENT,677.0,9.0,5666.0,1.0,41,2666.67,16.0,FL,15.8,0.0,338.5
10441,4000,other,36,accepted,13.98,MORTGAGE,697.0,7.0,19310.0,3.0,41,4700.0,,VA,11.49,1.0,348.5
24517,6000,debt consolidation,60,accepted,14.34,RENT,692.0,6.0,2072.0,0.0,39,3458.0,17.0,KY,13.49,0.0,346.0
76286,17000,debt consolidation,36,accepted,15.33,MORTGAGE,722.0,18.0,26539.0,1.0,40,10666.67,17.0,CO,13.11,0.0,361.0
94792,8000,debt consolidation,36,accepted,6.74,MORTGAGE,667.0,13.0,9085.0,1.0,42,4583.33,16.0,UT,13.11,1.0,333.5
4921,2800,educational,36,accepted,7.96,MORTGAGE,807.0,12.0,562.0,0.0,34,4158.0,15.0,MD,7.4,0.0,403.5
56382,12375,debt consolidation,36,accepted,19.24,MORTGAGE,792.0,11.0,8135.0,0.0,30,6750.0,7.0,PA,6.03,0.0,396.0
96461,18825,credit card,60,accepted,33.15,MORTGAGE,692.0,12.0,13426.0,0.0,42,3583.33,14.0,MI,17.27,1.0,346.0
82091,9600,debt consolidation,36,accepted,23.62,MORTGAGE,717.0,10.0,2195.0,1.0,32,4389.92,14.0,CO,11.14,0.0,358.5
72589,14400,credit card,36,accepted,10.75,RENT,682.0,13.0,19772.0,0.0,42,5000.0,14.0,CA,13.11,1.0,341.0
48356,9000,major purchase,36,accepted,9.29,MORTGAGE,772.0,13.0,40909.0,0.0,30,14166.67,11.0,NY,6.03,0.0,386.0
14728,20000,wedding,60,accepted,15.94,RENT,737.0,11.0,3202.0,0.0,33,4166.67,9.0,NJ,11.86,0.0,368.5
20698,15000,house,36,accepted,22.69,MORTGAGE,687.0,12.0,21016.0,0.0,36,3750.0,16.0,FL,13.06,1.0,343.5
94912,20000,debt consolidation,60,accepted,23.27,MORTGAGE,737.0,24.0,53494.0,2.0,37,9166.67,16.0,WA,11.14,0.0,368.5
25018,13750,medical,60,accepted,22.01,MORTGAGE,667.0,7.0,4690.0,2.0,29,2916.67,8.0,FL,19.69,1.0,333.5
103622,6000,home improvement,60,accepted,17.8,MORTGAGE,677.0,10.0,26688.0,4.0,48,13625.0,16.0,VA,17.19,0.0,338.5
49201,20000,debt consolidation,36,accepted,10.32,MORTGAGE,737.0,14.0,15626.0,0.0,37,10400.0,8.0,AR,7.9,0.0,368.5
25680,12800,home improvement,60,accepted,20.04,MORTGAGE,722.0,13.0,24723.0,0.0,37,3333.33,11.0,NC,11.49,0.0,361.0
71671,6000,debt consolidation,36,accepted,7.77,MORTGAGE,782.0,19.0,6275.0,1.0,42,3666.67,11.0,NY,6.03,0.0,391.0
39314,12000,debt consolidation,36,accepted,13.3,RENT,737.0,16.0,13715.0,1.0,32,7166.67,10.0,CA,7.51,0.0,368.5
96016,12500,credit card,36,accepted,27.76,RENT,692.0,12.0,14174.0,0.0,43,3416.67,13.0,PA,13.11,0.0,346.0
37380,5000,other,36,accepted,5.33,RENT,667.0,2.0,1749.0,0.0,28,1800.0,8.0,AZ,17.58,1.0,333.5
72539,4950,debt consolidation,36,accepted,8.95,OWN,677.0,11.0,7931.0,2.0,32,2916.67,13.0,FL,14.33,1.0,338.5
63746,30000,other,60,accepted,16.32,RENT,757.0,6.0,0.0,0.0,31,20416.67,8.0,CA,13.11,0.0,378.5
90871,10000,debt consolidation,36,accepted,13.81,MORTGAGE,672.0,13.0,19263.0,1.0,37,6083.33,15.0,IL,12.12,1.0,336.0
46022,6000,debt consolidation,36,accepted,11.89,MORTGAGE,672.0,11.0,31640.0,1.0,42,14333.33,16.0,TX,14.65,1.0,336.0
46841,24000,debt consolidation,36,accepted,20.87,MORTGAGE,752.0,15.0,29523.0,1.0,35,10166.67,8.0,TX,7.9,0.0,376.0
20801,14000,debt consolidation,60,accepted,10.4,MORTGAGE,747.0,6.0,27477.0,0.0,28,11333.33,10.0,NJ,10.0,0.0,373.5
24542,6000,credit card,36,accepted,19.33,RENT,717.0,8.0,2376.0,0.0,27,2100.0,9.0,IL,7.49,0.0,358.5
76320,22400,debt consolidation,36,accepted,16.08,RENT,692.0,8.0,9673.0,0.0,39,7375.0,16.0,PA,13.11,0.0,346.0
43622,8000,vacation,36,accepted,0.0,RENT,797.0,2.0,0.0,0.0,41,7300.0,16.0,NY,7.9,0.0,398.5
63810,24575,credit card,36,accepted,19.28,MORTGAGE,667.0,8.0,23157.0,0.0,40,5166.67,17.0,CO,20.49,1.0,333.5
104166,8000,credit card,60,accepted,6.29,MORTGAGE,677.0,8.0,9676.0,4.0,42,4833.33,12.0,NJ,14.83,1.0,338.5
93723,10000,debt consolidation,36,accepted,12.69,MORTGAGE,672.0,11.0,8271.0,3.0,33,7916.67,13.0,FL,14.33,0.0,336.0
61123,5400,credit card,36,accepted,4.16,OWN,807.0,9.0,4224.0,0.0,34,2333.33,12.0,SD,6.03,0.0,403.5
75477,12375,debt consolidation,36,accepted,31.0,MORTGAGE,737.0,16.0,14037.0,0.0,33,3500.0,9.0,PA,6.62,0.0,368.5
54656,30000,debt consolidation,60,accepted,21.2,MORTGAGE,722.0,14.0,32854.0,2.0,36,6666.67,16.0,GA,16.29,0.0,361.0
34996,5000,major purchase,36,accepted,2.92,RENT,772.0,7.0,3663.0,0.0,36,3033.0,14.0,NY,6.03,0.0,386.0
38741,6200,credit card,60,accepted,10.61,MORTGAGE,672.0,9.0,5936.0,3.0,36,4250.0,15.0,WA,18.64,1.0,336.0
29942,7000,major purchase,36,accepted,7.26,OWN,752.0,14.0,353.0,0.0,34,6280.0,10.0,PA,7.49,0.0,376.0
73179,29175,credit card,60,accepted,8.83,RENT,697.0,9.0,15308.0,2.0,38,12500.0,10.0,MA,21.0,0.0,348.5
29754,35000,debt consolidation,60,accepted,6.01,MORTGAGE,727.0,11.0,32222.0,0.0,38,16133.33,8.0,NY,17.49,0.0,363.5
24598,6000,debt consolidation,60,accepted,9.04,RENT,682.0,7.0,7261.0,2.0,32,2400.0,9.0,NY,16.89,0.0,341.0
40139,35000,debt consolidation,60,accepted,12.79,MORTGAGE,732.0,15.0,18385.0,0.0,29,12083.33,7.0,OK,12.42,0.0,366.0
3201,16400,small business,36,accepted,17.43,MORTGAGE,682.0,14.0,23831.0,2.0,39,6074.17,8.0,VA,13.79,0.0,341.0
28230,8450,major purchase,60,accepted,12.73,MORTGAGE,777.0,2.0,0.0,1.0,41,1375.0,9.0,TX,13.49,0.0,388.5
51424,18000,debt consolidation,36,accepted,20.18,RENT,667.0,15.0,23786.0,0.0,39,6916.67,16.0,WA,17.99,1.0,333.5
28451,12375,debt consolidation,36,accepted,24.95,MORTGAGE,677.0,7.0,32725.0,0.0,40,4416.67,15.0,AZ,13.49,1.0,338.5
87108,2000,debt consolidation,36,accepted,28.46,MORTGAGE,682.0,18.0,23635.0,3.0,37,3513.33,17.0,MI,14.09,1.0,341.0
98762,12000,debt consolidation,60,accepted,12.94,MORTGAGE,667.0,5.0,9626.0,1.0,42,2866.5,16.0,OH,21.98,0.0,333.5
60055,5000,other,36,accepted,16.32,RENT,742.0,6.0,1703.0,3.0,42,3750.0,14.0,MA,7.62,0.0,371.0
34591,12000,major purchase,36,accepted,2.55,MORTGAGE,787.0,6.0,3732.0,0.0,43,3416.67,17.0,MO,6.03,0.0,393.5
57677,6000,home improvement,36,accepted,12.98,MORTGAGE,667.0,9.0,8230.0,0.0,38,10000.0,11.0,WY,13.99,0.0,333.5
24590,13000,home improvement,60,accepted,8.77,MORTGAGE,802.0,8.0,6810.0,0.0,46,10500.0,17.0,OH,9.99,0.0,401.0
96693,4750,other,36,accepted,18.33,MORTGAGE,757.0,11.0,2964.0,2.0,40,3583.33,12.0,FL,17.27,0.0,378.5
71481,10000,small business,36,accepted,13.37,MORTGAGE,667.0,13.0,16740.0,2.0,40,11250.0,17.0,OR,18.49,0.0,333.5
92077,9600,debt consolidation,36,accepted,26.5,RENT,672.0,14.0,5639.0,0.0,38,5166.67,9.0,TX,16.29,0.0,336.0
